design,arm,rep,n_events,lag_set_m,Q_v,p_v,Q_z,p_z,acf_v_lag,acf_z_lag,reject_0.05_v,reject_0.05_z
D7,primary,14,94,5,5.736367312015462,0.3327224667854436,5.995577600827055,0.30664947498475703,0.04900918222661781,0.13357214879713733,False,False
D7,primary,14,94,10,11.327154744020163,0.33260407297245176,12.584744088098942,0.2478244121924551,-0.17368930319272796,-0.14245540732835635,False,False
D7,primary,15,70,1,1.1978992393112124,0.2737419572762124,0.7131836798279156,0.39838892908932644,0.12806174688164962,0.09881206499269345,False,False
D7,primary,15,70,2,1.348135643389557,0.509631266462921,0.7425977784321118,0.6898377256854379,-0.045022206772262215,-0.01992126717680456,False,False
D7,primary,15,70,5,2.4682361022011654,0.7812709942191339,0.9104194235986351,0.969462726173449,0.09606383601259476,0.022935979602341318,False,False
D7,primary,15,70,10,6.539269854607083,0.7681063794445215,8.240041999367172,0.6054026737877954,-0.047679232213384846,-0.0057124385558044175,False,False
D7,primary,16,77,1,0.39465244935871574,0.5298639585770113,0.003161226813052833,0.955162734230664,0.07021910491171005,0.006284572147785342,False,False
D7,primary,16,77,2,0.7844558947878576,0.6755501065222456,1.847468273386878,0.39703369148533507,-0.0693257473689487,-0.15079548424567146,False,False
D7,primary,16,77,5,1.639761196661807,0.8963997101126582,5.144530162578489,0.3984975532747864,-0.025502995041883646,-0.06588492782658913,False,False
D7,primary,16,77,10,1.9334379229721443,0.9968252997401895,6.661401492855573,0.7569771620568074,-0.0417790933419267,-0.06952662739505124,False,False
D7,primary,17,86,1,0.3150849207405729,0.5745765087155392,0.29138612421526455,0.5893336355660712,-0.059488457875191934,-0.057207548122104504,False,False
D7,primary,17,86,2,4.333933688213887,0.11452446117286852,3.1513098070852386,0.20687202708449337,-0.21120291751357778,-0.1781666045440964,False,False
D7,primary,17,86,5,5.004095243370219,0.41538060196823534,4.481750071334515,0.4823289232767719,0.06797380992858645,0.07272877885045782,False,False
D7,primary,17,86,10,7.924631012802961,0.6361987969818701,14.399839832151322,0.15552231070573264,-0.08517359633023686,-0.07217653072194308,False,False
D7,primary,18,95,1,0.25080109840914894,0.6165115634999597,0.07843989596061761,0.7794228540227122,0.050580250296648616,-0.028286861334862863,False,False
D7,primary,18,95,2,2.4812435933859724,0.28920433572021387,2.299472788749922,0.3167202476147386,-0.15003387283770592,-0.14971706324438291,False,False
D7,primary,18,95,5,6.339065668069425,0.2746100303711616,3.110332345920348,0.6829804054319487,0.161615237819726,0.08622461961118404,False,False
D7,primary,18,95,10,9.344315155594774,0.49976812080023136,7.075037744073448,0.7183424526942562,-0.06711107531038119,-0.024226738710435566,False,False
D7,primary,19,83,1,4.477942959667114,0.03433502269160338,3.111635705464548,0.07773485660443535,-0.2281380345748168,-0.19017472209869107,True,False
D7,primary,19,83,2,4.540888626388413,0.10326628731450327,3.1878860053429676,0.20312311566415386,0.02688294969542493,0.029587943342406484,False,False
D7,primary,19,83,5,5.899353282696065,0.31613582216468294,4.887077393500538,0.4298164256790715,0.02700575086259619,-0.021984481495924968,False,False
D7,primary,19,83,10,12.76205929028584,0.23728130764191713,13.208479850231866,0.21224797516563088,0.20188668514124927,0.21299052371455107,False,False
